"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"24","03","BNSF","RD0324111","","","","","24","03","BNSF","RD0324111","","","24","03","11","12","25","AM","01","0","0","0","0","","FORT WORTH","5.4","48","60","4","1","004","E","YNYF","3","1715","7","Y","SINGLE MAIN TRACK","1","8.51","1","BNSF","001784","001","","","","000","","2","0","0","0","0","2","0","0","0","0","8","0","18","0","0","2","0","1","0","0","135871","138013","H702","","0","0","0","0","H702","1","1","004","273884","","48C439","0","000000","0","0","0","1","1","","","08","29","1","5","","1","","","","139","","2024","0","0","0","0","0","0","TARRANT","439","","","","N","1560","0","YNYF210210 RCO PULLING ON SINGLE MAIN TRACK DERAILED 3 RAILCARS AND 2 LOCOMOTIVES DUE TO H702 - SWIT","CH IMPROPERLY LINED. NO HAZMAT RELEASE.","","","","","","","","","","","","","","3","32.812352","-97.32109","2","3","L","","","WICHITA FALLS",
"24","02","UP","0224TO030","","","","","24","02","UP","0224TO030","","","24","02","19","5","51","PM","01","0","0","0","0","","GORDON","319.06","48","71","2","1","034","R","MMHF","4","14979","1","Y","SINGLE MAIN TRACK","3","55.4","1","SSW","088244","084","Y","","","000","","3","0","2","0","0","0","0","0","0","0","104","0","46","0","0","1","0","0","0","0","405","526620","M201","","0","0","0","0","M201","1","3","034","527025","","48C363","0","000000","0","1","0","1","0","05","51","05","51","1","5","","CL","","","","559","","2024","0","0","0","0","0","0","PALO PINTO","363","","","","N","9491","2","MMHFW-19 WAS MOVING AT 34 MPH WITH EMS ENGAGED, WHEN A LOAD OF PIPE SHIFTED ON A FLAT CAR, CAUSING C","AR TO DERAIL AT MP 319.06 AND PIPE FELL OFF CAR. CAR LATER RERAILED ITSELF AT A ROAD CROSSING NEAR M","P 326.29. TRAIN NEVER WENT IN EMERGENCY, CITIZEN CALLED RMCC TO REPORT THEY THOUGHT THE TRAIN HAD A","DERAILED CAR. BY THE TIME MESSAGE REACHED THE CREW, THEY WERE AT MP 339, STOPPED, INSPECTED AND FOUN","D A CAR WITH FIVE JOINTS OF PIPE NOT SECURED WHEN ALL THE REST AROUND HAD 64 JOINTS. CAR SHOWED SOME","DAMAGE TO THE WHEELS AND BRAKE RIGGING BUT WAS ON THE RAIL.","","","","","","","","","","0","32.548631","-98.378709","1","1","Q","J","","BAIRD SUB",
"24","03","BNSF","RD0324206","24","03","ATK","178917","24","03","BNSF","RD0324206","","023155G","24","03","19","4","57","PM","07","0","0","0","0","","RIO VISTA","306.1","48","65","2","1","000","","","","0","","","SINGLE MAIN TRACK","4","56.87","1","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","M302","","0","0","0","2","M302","1","4","079","14239","","48C251","0","000000","0","0","0","0","0","","","","","2","5","","1","","","","156","","2024","0","0","0","0","0","0","JOHNSON","251","","","","","","","A21118A ON SINGLE MAIN TRACK STRUCK AN AUTO AT A HGX NOT EQUIPPED WITH GATES. STOP SIGN ONLY AND THE","DRIVER DID NOT STOP.. NO DERAILMENT. NO HAZMAT RELEASE.","","","","","","","","","","","","","","","32.183617","-97.380635","1","1","Q","","","FT WORTH",
"24","02","UP","0224TO037","","","","","24","02","UP","0224TO037","","","24","02","25","3","41","PM","01","0","0","0","0","","TRENT","433.0","48","87","2","1","010","E","IDIL","4","10678","1","Y","SINGLE MAIN TRACK","4","54.8","1","TTGX","716157","022","Y","","","000","","2","0","2","0","0","0","0","0","0","0","185","0","1","0","0","43","0","1","0","0","290529","524003","M401","","0","0","0","0","M401","1","4","010","814532","","48C353","0","000000","0","1","0","1","0","11","11","11","11","1","5","","CL","","","","977","","2024","0","0","0","0","0","0","NOLAN","353","","","","N","13701","2","THE IDILB-25 WAS TRAVELING WESTBOUND ON THE BAIRD SUB TOPPING A GRADE WHEN THE CREW NOTICED AN 18-WH","EELER STOPPED ON TOP OF THE UPCOMING CROSSING MP 432. THE ENGINEER RECOGNIZED THE OBSTRUCTION AND IM","MEDIATELY BROUGHT THE TRAIN TO A STOP SHORT OF THEOBSTRUCTION USING THE MINIMUM AMOUNT OF AIR AND DY","NAMIC BRAKING TO PREVENT AN INCIDENT. THE CREW THEN PULLED THE TRAIN 587 FEET TO REACH A LOCATION WH","ERE THEY COULD SAFELY CREW CHANGE. AFTER CREW CHANGE, THE OUTBOUND CREW PULLED 2,400 FEET AND THE TR","AIN EXPERIENCED A UDE. AFTER STOPPING AND RECOVERING THE UDE, THE CREW NOTICED A CLOUD OF DUST TOWAR","DS THE REAR OF THE TRAIN. AFTER WALKING THE TRAIN, THE CONDUCTOR FOUND THEY HAD DERAILED 44 CARS ALL","UPRIGHT. AFTER FURTHER INVESTIGATION AND CONFIRMATION FROM OPCC AND TEC KNOWLEDGE AVAILABLE, IT WAS","DETERMINED THAT BOTH ENGINEERS OPERATED WITHIN THE RULES OF TRAIN HANDLING GUIDELINES TO STOP SHORT","OF THE 18-WHEELER OBSTRUCTING THE TRACK AND DEPARTURE AFTER THE CREW CHANGE.","","","","","","0","32.503908","-100.180297","1","1","Q","","","BAIRD SUB",
"24","11","FWWR","24110501","","","","","24","11","FWWR","24110501","","","24","11","05","3","30","AM","01","0","0","0","0","","FARMERS BRANCH","","48","73","4","1","010","E","204","3","1051","7","Y","TRACK 300 VALWOOD IN","1",">0.01","4","DOWX","037318","001","Y","","","000","","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","24000","0","T101","T108","0","0","0","0","T101","4","1","010","24000","","48C113","0","000000","0","1","","1","1","05","30","05","30","1","5","","Cl","","","","190","","2024","0","0","0","0","0","0","DALLAS","113","00","00","","N","290","1","DERAILED 2 CARS DUE TO CROSS LEVEL OF TRACK CAUSING TRACK ALIGNMENT TO BE IRREGULAR ALLOWING THE TRA","CK TO SLIDE OFF THE ROADBED OVER TIME
30. TIME TABLE HAS INSTRUCTIONS FOR OTHER THAN MAIN","","","","","","","","","","","","","","0","32.930793","-96.918753","2","5","","","","FORT WORTH",
"24","02","RLAX","RLAX21224","","","","","24","02","RLAX","RLAX21224","","","24","02","12","3","23","PM","01","0","0","0","0","","BAYTOWN","","48","48","2","1","007","R","SWIT","1","0","8","Y","HOUSE TRACK","1","","2","RLX","002002","002","N","","","000","","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32061","2500","H303","H307","0","0","0","0","H303","2","1","007","34561","","48C071","0","000000","0","1","0","1","1","09","23","09","23","1","5","","Cl","","","","274","","2024","0","0","0","0","0","0","CHAMBERS","071","","","","N","180","1","ENGINEER AND BRAKEMAN WERE SHOVING TO HOUSE TRACK WHEN BRAKEMAN FAILED TO SEE THAT AN ACTIVE DERAIL","WAS IN PLACE. BRAKEMAN WAS RIDING POINT ON TRAILING LOCOMOTIVE AND DID NOT STOP BEFORE ACTIVE DERAIL","-DERAILING REAR LOCOMOTIVE. DERAIL PUNCTURED TRACTION MOTOR AND FUEL TANK.","","","","","","","","","","","","","0","29.773418","-94.896902","2","5","K","","","SYSTEM",
"24","03","BNSF","KS0324112","","","","","24","03","BNSF","KS0324112","","","24","03","27","4","9","AM","01","0","0","0","0","","AMARILLO","554.5","48","53","1","1","004","E","YAMA","3","1221","7","Y","0115","X","0","2","CGOX","001124","025","N","","","000","","2","0","0","0","0","0","0","0","0","0","6","0","17","0","0","0","0","1","0","0","27610","5000","H309","","0","0","0","0","H309","2","X","004","76272","","48C375","0","000000","0","0","0","1","1","","","04","16","1","5","","1","","","","107","","2024","0","0","0","0","0","0","POTTER","375","","","","N","1541","2","Y-AMA3022-26A DERAILED 2 RAILCARS DUE TO H309 - FAILURE TO STRETCH CARS BEFORE SHOVING. NO HAZMAT RE","LEASED.","","","","","","","","","","","","","","3","35.187511","-101.833309","2","5","K","","","HEREFORD",
"24","05","FWWR","24051201","","","","","24","05","FWWR","24051201","","","24","05","12","4","30","AM","01","0","0","0","0","","FORT WORTH","8","48","75","4","2","003","E","301","3","12270","7","Y","HODGE YARD TRACK 6","1",">0.01","2","WWUX","007259","006","Y","","","000","","4","0","0","0","0","0","0","0","0","0","75","0","68","0","0","6","0","0","0","0","10000","15160","T319","","0","0","0","0","T319","2","1","003","25160","","48C439","0","000000","0","1","","1","","05","20","05","20","1","5","","Cl","","","","92","","2024","0","0","0","0","0","0","TARRANT","439","00","00","","N","7150","1","CREW SHOVING INTO TRACK 5 DERAILED DUE TO WIDE GAGE AT THE 5/6 SWITCH WEST END OF HODGE YARD","","","","","","","","","","","","","","","0","32.808949","-97.318201","2","5","K","","","FORT WORTH",
"24","01","UP","0124HO031","","","","","24","01","UP","0124HO031","","","24","01","25","12","28","PM","13","0","0","0","0","","HOUSTON","358.0","48","67","2","1","002","E","YEW1","4","30","7","Y","YARD 251","1","","2","GATX","023371","002","N","GATX","023371","002","N","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","12344","704","E21C","","0","0","0","0","E21C","2","1","002","13048","","48C201","0","000000","0","1","0","0","0","05","58","","","1","5","","CL","","","","120","","2024","0","0","0","0","0","0","HARRIS","201","","","","N","43","1","RAILCAR GATX23371 ROLLED OFF THE HILL IN NORMAL HUMPING OPERATIONS. THE CAR WAS KNOCKED OFF CENTER A","ND FOUND IN BOWL 25.","","","","","","","","","","","","","","1","29.789126","-95.304772","2","5","L","","","HOUSTON SUB",
"24","07","UP","0724GL015","","","","","24","07","UP","0724GL015","","","24","07","12","3","35","PM","12","0","0","0","0","","BOONE","202.22","19","84","2","1","000","E","MHOB","3","5446","1","Y","YARD 003","1","","2","TPAX","097368","079","N","","","000","","1","0","0","0","0","0","0","0","0","0","30","0","102","0","0","0","0","2","0","0","13265","0","H318","","0","0","0","0","H318","2","1","004","37226","","19C015","0","000000","0","1","0","1","0","07","","06","50","1","6","","CL","","","","559","","2024","0","0","0","0","0","0","BOONE","015","00","00","","N","6050","2","YBO41-12 WAS ON THE EAST END OF BOONE YARD PINNING CARS OFF. YBO41 PINNED 3 CARS INTO 3 TRACK, THEN","PINNED SINGLE CAR IN 5 TRACK. ONCE YBO41 LINED 5 TRACK SWITCH BACK FOR THE SWITCHING LEAD, THE FOOTB","OARD THEN NOTICED THAT TRACK 3 WAS STILL ROLLING AND THEN REALIZED THAT 3 TRACK WAS CLEAR. NO ANCHOR","CARS SET IN THE TRACK AND WOULDN'T BE ABLE TO CHASE THEM DOWN IN TIME BEFORE THEY WOULD COLLIDE INT","O ANOTHER RAILCAR AT THE WEST END OF BOONE YARD. THE MHOBO-09 WAS PULLING INTO THE YARD WEST TO EAST",", WHEN THE SET OF 3 FREE ROLLING CARS IMPACTED THEIR TRAIN.","","","","","","","","","","0","42.063287","-93.86614","2","5","K","","","BOONE SUB",
"24","07","UP","0724GL024","","","","","24","07","UP","0724GL024","","","24","07","24","3","19","PM","01","0","0","0","0","","CARROLL","260.0","19","87","2","1","050","E","CWCC","4","2482","1","Y","MAIN LINE 2","4","","3","EDGX","003234","068","Y","","","000","","1","0","0","0","1","0","0","0","0","1","0","0","113","0","0","0","0","0","0","0","26814","29000","T108","","0","0","0","0","T108","3","4","050","55814","","19C027","0","000000","0","1","0","1","0","01","59","01","59","1","6","","CL","","","","795","","2024","0","0","0","0","0","0","CARROLL","027","","","","N","6140","2","CWCCA-24 WAS TRAVELING WESTBOUND ON MT#2 AND DERAILED THE WEST 3 AXLES OF THEIR REAR DP LOCOMOTIVE A","ND TRAVELED TO APPROXIMATELY MP264 BEFORE BEING NOTIFIED TO STOP THEIR TRAIN AND INSPECT. UPON INSPE","CTION, CAR EDGX3234 HAD BRAKE RIGGING HANGING OFFTHE CAR BUT WAS ON THE RAIL AND THE REAR DP HAD DER","AILED. EQUIPMENT WAS UPRIGHT, CLEAR OF MT1, NO HAZMAT, NO INJURIES. FOLLOWING INVESTIGATION, IT WAS","CONCLUDED THAT A TRACK MISALIGNMENT IS THE ROOT CAUSE OF THE DERAILMENT. THERE WAS CLEARLY A MISALIG","NMENT IN THE TRACK IN ADVANCE OF THE MSSNP-23 (TRAIN THAT PRECEDED THE CWCCA-24) THAT WAS SHOWN VIA","TIR MULTIPLE TIMES DURING THE DERAILMENT OVERVIEW. THE MISALIGNMENT WAS MORE NOTICEABLE FROM THE CWC","CA-24 TIR, AND THE INWARD CAMERA SHOWED THE CREWBEING SHAKEN SIDE TO SIDE AS THEY TRAVERSED IT.","","","","","","","","0","42.078948","-94.897459","1","1","Q","J","","BOONE SUB",
"24","02","UP","0224SX001","","","","","24","02","UP","0224SX001","","","24","02","01","10","43","PM","01","18","0","0","0","","EAGLE PASS","27.82","48","66","4","1","008","R","3 ME","3","3873","1","Y","YARD 120","1","","2","UP","008415","001","N","","","000","","1","0","0","0","0","1","0","0","0","0","1","0","105","0","0","0","0","2","0","0","17554","30620","H607","H303","0","0","0","0","H607","2","1","008","48174","","48C323","0","000000","0","1","0","1","1","","38","","38","1","5","","CL","","","","848","","2024","0","0","0","0","0","0","MAVERICK","323","00","00","","N","6803","3","THE 3MEGSA-01 CREW BOARDED THEIR TRAIN IN TRACK 10 ON THE EAST END OF NEW CLARK'S AT EAGLE PASS AND","RECEIVED PERMISSION TO DEPART EASTBOUND. AFTER RECEIVING THE PERMISSION TO DEPART, THE ENGINEER TONE","D UP THE ML RADIO-CONTROLLED SWITCH/DERAIL AND STARTED TO PULL ON THE TRAIN ONCE HE RECEIVED THE TON","E BACK MESSAGE. WHILE DEPARTING THE CREW SWAPPED TO THE ML CHANNEL AND STARTED TALKING TO THE DISPAT","CHER TO ACTIVATE THEIR TCS BULLETINS. THIS DISTRACTED THE CREW AND THEY FAILED TO NOTICE THE RADIO-C","ONTROLLED SWITCH/DERAIL WAS NOT LINED FOR THEIR MOVE AND THE DERAIL WAS STILL IN THE DERAILING POSIT","ION. THE ENGINEER HAD LINED THE RADIO-CONTROLLED SWITCH FOR A MAIN-TO-MAIN MOVE INSTEAD OF THE INTEN","DED ROUTE FROM NEW CLARK'S TO MAIN. THIS RESULTED IN THE CREW RUNNING OVER THE DERAIL AND PUTTING 1","ENGINE AND 2 CARS ON THE GROUND BEFORE STOPPING.","","","","","","","0","28.787883","-100.470691","2","5","L","","","EAGLE PASS SUB",
"24","02","UP","0224SX016","","","","","24","02","UP","0224SX016","","","24","02","20","4","10","AM","01","0","0","0","0","","EAGLE PASS","28.36","48","54","1","1","005","R","LEG4","3","10303","1","Y","YARD 011","1","","2","TTGX","988788","030","Y","","","000","","4","0","0","0","0","0","0","0","0","0","105","0","0","0","0","3","0","0","0","0","60451","23950","H524","","0","0","0","0","H524","2","1","005","84401","","48C323","0","000000","0","1","0","0","1","07","10","","","1","5","","CL","","","","443","","2024","0","0","0","0","0","0","MAVERICK","323","00","00","","N","8448","2","THE LEG49-19 DERAILED 3 AUTORACKS ON THE EAGLE PASS SUB AT MP 28.36. DOWNLOADS SHOW A JOINT WAS MADE","AND THE AIR WAS CUT IN WITH THE EOT PRESSURE RISING TO 76 PSI. ONCE THE SHOVE STARTED THE EOT PRESS","URE DROPPED TO 60 PSI, ENGINEER HAD BRAKES RELEASED ON HEADEND, THROTTLE 5 WAS REACHED, AND THE TRAI","N CAME TO A STOP. THE ENGINEER WALKED BACK AND PLACED THE 4TH UNIT ONLINE AND BEGAN SHOVING AGAIN. T","HE TRAIN MOVED 849 FEET THEN WENT INTO UDE.","","","","","","","","","","","0","28.7801","-100.470948","2","5","L","","","EAGLE PASS SUB",
"24","02","UP","0224TO002","","","","","24","02","UP","0224TO002","","","24","02","03","6","30","AM","01","46","0","0","0","","FORT WORTH","756.03","48","54","1","2","008","R","MEWF","4","19285","1","Y","TRACK 021","2","22.6","1","CHTT","724033","061","N","","","000","","2","0","1","0","0","0","0","0","0","0","137","0","48","0","0","0","0","1","0","0","5738","150440","M405","T199","0","0","0","0","M405","1","2","008","156178","","48C439","0","000000","0","1","0","1","0","07","","07","","1","5","","CL","","","","1500","","2024","0","0","0","0","0","0","TARRANT","439","","","","N","11860","2","0224TO002 - A HUMAN FACTOR CAUSE WAS NOT APPLIED BECAUSE THE TRAIN WAS STOPPED AT MP 756.236 IN A SL","IGHTLY STRETCHED STATE. WHEN STARTING, THE HEAD END WAS IN LIGHT DYNAMICS AND T1 ON MID-DP.  BASED O","N THE INFORMATION ANALYZED, IT SEEMS THAT THERE HAVE BEEN DERAILMENTS ON THE BARNHARDT WYE DUE TO A","SPECIFIC TRAIN MAKEUP PROFILE. THE MENTIONED SYMBOLS, MSPFW, MEWFW, MBDFW, AND MSAFW, ALL ENTER THE","WYE IN THE SAME DIRECTION. THE COMMON THEM OBSERVED IN THESE DERAILMENTS SINCE 2021 IS THAT EMPTY CO","NVENTIONAL (NON-EOCCS) WITH AN AUTO RACK IMMEDIATELY BEHIND ARE INVOLVED. IT IS WORTH NOTING THAT TH","ERE IS NO CONSISTENT PATTERN IN TERMS OF LOCOMOTIVE CONFIGURATION, AS THE DERAILED TRAINS INCLUDED H","EAD / MID, HEAD / REAR, AND CONVENTIONAL CONFIGURATIONS. ADDITIONALLY, ALL THE EMPTY CARS CONNECTED","TO THE AUTO RACK WERE EXCEEDING APPROXIMATELY 9,500 TONS BEHIND.  A REVIEW OF ANY POSSIBLE ENGINEERI","NG DEFECTS WAS CONDUCTED AND FOUND TO BE WITHIN ACCEPTED STANDARDS WITH TRACK MEASUREMENTS OF 56.3/4","GAGE, 1/2 WARP, 1/8 TWIST,  LOADED CROSS.  IN AN EFFORT TO MITIGATE THIS TYPE OF INCIDENT FROM HAPP","ENING IN THE FUTURE AND BASED ON THE ANALYSIS OF THE TRAIN PROFILES AND THE OBSERVED PATTERN OF DERA","ILMENTS, A RECOMMENDATION CAN BE MADE. IT IS SUGGESTED THAT AUTO RACKS SHOULD NOT BE COUPLED TO EMPT","Y NON-EOCCS CARS UNLESS THEY ARE WITHIN THE REAR 7,000 TONS OF THE TRAIN. BY IMPLEMENTING THIS RECOM","MENDATION, THE RISK OF THE AUTO RACK EXPERIENCING A CANTED DRAWBAR DUE TO HEAVY TRAILING TONNAGE PUS","0","32.741783","-97.321555","1","1","Q","","","CHOCTAW SUB",
"24","02","UP","0224TO009","","","","","24","02","UP","0224TO009","","","24","02","05","6","11","PM","01","0","0","0","0","","EL PASO","821.1","48","65","3","1","004","R","YLP2","4","11092","7","Y","YARD 835","1","","2","NKCR","009153","057","N","","","000","","2","0","0","0","0","0","0","0","0","0","71","0","26","0","0","0","0","7","0","0","125107","69955","H504","","0","0","0","0","H504","2","1","004","195062","","48C141","0","000000","0","1","0","1","1","03","41","03","41","1","5","","CL","","","","150","","2024","0","0","0","0","0","0","EL PASO","141","00","00","","N","6579","3","THE YLP21-05 WAS SHOVING A CUT OF CARS INTO TRACK 35, WHEN THEY DERAILED 7 CARS DUE TO EXCESSIVE BUF","FING/SLACKING. THERE WERE NO INJURIES OR RELEASES.","","","","","","","","","","","","","","0","31.743527","-106.376642","2","5","K","","","VALENTINE SUB",
"24","02","UP","0224TO012","","","","","24","02","UP","0224TO012","","","24","02","08","3","45","AM","12","0","0","0","0","","FORT WORTH","249.0","48","59","4","2","005","E","YFW3","3","3667","7","Y","YARD 048","1","","2","UP","046330","008","Y","","","000","","2","0","0","0","2","0","0","0","0","0","27","0","4","0","0","6","0","0","0","0","48919","54552","H310","","0","0","0","0","H310","2","1","005","145078","","48C439","0","000000","0","2","0","0","0","03","46","","","3","5","","CL","","","","277","","2024","0","0","0","0","0","0","TARRANT","439","","00","","N","1875","2","THE YFW39R-07 WAS PULLING OUT OF 36 BOWL WITH 31 CARS WHEN TWO CARS FROM 48 BOWL ROLLED OUT. THE CAR","S IN 48 NEVER MADE A JOINT AND DID NOT ENTER THE SKATES. THE CARS IN 48 BOWL THAT ROLLED OUT WERE KI","CKED INTO THE TRACK BY THE YFW29R-07, RESULTING INA TOTAL OF 8 CARS DERAILED.","","","","","","","","","","","","","3","32.724286","-97.373509","2","5","L","","","DALLAS SUB",
"24","02","UP","0224TO012","","","","","24","02","UP","0224TO012","","","24","02","08","3","45","AM","12","0","0","0","0","","FORT WORTH","249.0","48","59","4","2","004","E","YFW2","3","213","7","Y","YARD 048","1","","2","FMLX","002063","002","Y","","","000","","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","41607","0","H310","","0","0","0","0","H310","2","1","005","145078","","48C439","0","000000","0","2","0","0","0","11","46","","","1","5","","CL","","","","277","","2024","0","0","0","0","0","0","TARRANT","439","","00","","N","154","2","THE YFW39R-07 WAS PULLING OUT OF 36 BOWL WITH 31 CARS WHEN TWO CARS FROM 48 BOWL ROLLED OUT. THE CAR","S IN 48 NEVER MADE A JOINT AND DID NOT ENTER THE SKATES. THE CARS IN 48 BOWL THAT ROLLED OUT WERE KI","CKED INTO THE TRACK BY THE YFW29R-07, RESULTING INA TOTAL OF 8 CARS DERAILED.","","","","","","","","","","","","","0","32.724286","-97.373509","2","5","L","","","DALLAS SUB",
"24","03","PTRA","PTRA00045F","","","","","24","03","PTRA","PTRA00045F","","","24","03","27","8","50","PM","04","21","4","0","0","","HOUSTON","0.2","48","58","4","1","007","R","251-","2","1480","1","Y","11-015","1","0","2","CTCX","025674","001","N","","","000","","2","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","1","0","0","103850","0","H318","","0","0","0","0","H318","2","1","007","103850","","48C201","0","000000","0","1","0","1","1","06","13","06","13","1","5","","3","","","","174","","2024","0","0","0","0","0","0","HARRIS","201","00","00","","N","1050","1","PT251 WAS SWITCHING CARS IN NORTH YARD, PULLING OUT OF TRACK 10 AND SIDESWIPED A CUT OF CARS THAT HA","D PREVIOUSLY BEEN KICKED, THAT DID NOT COUPLE, AND ROLLED OUT OF TRACK 15.","","","","","","","","","","","","","","0","29.760632","-95.293751","2","5","K","L","","SYSTEM",
"24","02","BNSF","RD0224119","","","","","24","02","KOPZ","INDUSTRY","","","24","02","27","9","30","PM","01","0","0","0","0","","SOMERVILLE","141.9","48","70","4","1","004","E","RRDV","2","3916","1","Y","4201","1","0","4","UTLX","067589","030","N","","","000","","2","0","0","0","0","0","0","0","0","0","35","0","2","0","0","1","0","2","0","0","21454","1762","T111","","0","0","0","0","T111","4","1","004","23216","","48C051","0","000000","0","1","0","1","1","02","30","02","30","1","5","","1","","","","173","","2024","0","0","0","0","0","0","BURLESON","051","","","","N","2479","3","R-RDV0361-27G WAS PULLING ON INDUSTRY TRACK AND DERAILED 3 RAILCARS DUE TO T111 - WIDE GAGE (DUE TO","DEFECTIVE OR MISSING SPIKES OR OTHER RAIL FASTENERS). NO HAZMAT RELEASED.","","","","","","","","","","","","","","0","30.353847","-96.533363","2","5","K","","","GALVESTON",
"24","02","BNSF","RD0224205","24","02","ATK","178554","24","02","BNSF","RD0224205","","020450B","24","02","23","1","34","PM","07","0","0","0","0","","JOSHUA","323.5","48","68","2","1","000","","","","0","","","SINGLE MAIN TRACK","4","60.02","1","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20000","M308","","0","0","0","0","M308","1","4","076","56061","","48C251","0","000000","0","0","0","0","0","","","","","2","5","","1","","","","119","","2024","0","0","0","0","0","0","JOHNSON","251","","","","","","","A 221 23 ON SINGLE MAIN TRACK STRUCK A TRUCK THAT WAS GOING AROUND THE GATES AT A HGX. NO DERAILMENT",". NO HAZMAT RELEASE","","","","","","","","","","","","","","","32.43587","-97.388671","1","1","Q","","","FT WORTH",
"24","02","BNSF","KS0224111","","","","","24","02","BNSF","KS0224111","","","24","02","14","6","45","PM","01","0","0","0","0","","AMARILLO","555.2","48","59","3","1","000","R","YAMA","4","4235","7","Y","0107","1","0","2","VMSX","005338","036","Y","","","000","","2","0","0","0","0","0","0","0","0","0","28","0","35","0","0","1","0","5","0","0","18557","0","H018","","0","0","0","0","H018","2","1","000","18557","","48C381","0","000000","0","0","0","1","1","","","02","52","1","5","","1","","","","252","","2024","0","0","0","0","0","0","RANDALL","381","","","","N","4221","2","Y-AMA2022-14A WAS IN THE PROCESS OF SET OUT RAILCARS INTO YARD TRACK WHEN THEIR 28 STANDING CUT OF C","ARS ROLLED INTO THEM CAUSING 6 RAILCARS TO DERAIL DUE TO H018 - FAILURE TO PROPERLY SECURE HAND BRAK","E ON CAR(S) (RAILROAD EMPLOYEE). NO HAZMAT RELEASED.","","","","","","","","","","","","","3","35.181795","-101.835631","2","5","K","","","HEREFORD",
"24","01","UP","0124SX003","","","","","24","01","BNSF","RD0124104","","","24","01","06","7","45","AM","01","0","0","0","0","","SEALY","94.0","48","50","2","1","003","E","RJWO","1","13315","1","Y","SINGLE MAIN TRACK","1","136.0","1","MWCX","002858","044","Y","","","000","","3","0","0","0","0","0","0","0","0","0","95","0","0","0","0","5","0","0","0","0","243193","0","T110","","0","0","0","0","T110","1","4","003","537280","","48C015","0","000000","0","1","0","1","0","04","45","04","45","2","5","","CL","","","","198","","2024","0","0","0","0","0","0","AUSTIN","015","","","","N","4211","2","RJWOT-05, WHILE TRAVELING NORTH ON THE SMITHVILLE SUB CONNECTING TO THE BNSF MAIN, WE DERAILED DUE T","O WIDE GAUGE TRACK. TRACK WAS AT 58 INCHES. **BNSF MAINTAINS TRACK. BNSF TRACK DAMAGE = $198,065**","","","","","","","","","","","","","","0","29.775823","-96.153575","1","1","Q","","","GALVESTON (BNSF)",
